Carpeta,Bloque,Clave,Inglés (original),Español (borrador IA),Español (revisado),Estado,Comentarios
componentes/privacy-policy,privacy-policy,sections[10].subsections[0].paragraphs[2],"<strong>Legal Basis for Transfer:</strong> The transfer of personal data to third countries is based on provisions established by each of the service providers, who must ensure appropriate protection measures and compliance with the standards required by GDPR. These measures include, among others, standard contractual clauses approved by the European Commission.","<strong>Base Legal para la Transferencia:</strong> La transferencia de datos personales a terceros países se basa en disposiciones establecidas por cada uno de los proveedores de servicios, quienes deben garantizar medidas de protección apropiadas y el cumplimiento de los estándares requeridos por el RGPD. Estas medidas incluyen, entre otras, cláusulas contractuales estándar aprobadas por la Comisión Europea.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[10].subsections[0].paragraphs[3],"<strong>Nature of the Transferred Data:</strong> The types of personal data transferred include browsing history, data related to security, and enhancement of the browsing speed of our website.","<strong>Naturaleza de los Datos Transferidos:</strong> Los tipos de datos personales transferidos incluyen historial de navegación, datos relacionados con la seguridad y mejora de la velocidad de navegación de nuestro sitio web.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[10].subsections[0].paragraphs[4],"<strong>Purpose of the Transfer:</strong> The transfers are made with the objective of facilitating essential operations and functionalities of our website, including analysis and improvements to the user experience, optimization of security and loading speed, and provision of interactive features.","<strong>Propósito de la Transferencia:</strong> Las transferencias se realizan con el objetivo de facilitar operaciones y funcionalidades esenciales de nuestro sitio web, incluyendo análisis y mejoras en la experiencia del usuario, optimización de la seguridad y velocidad de carga, y provisión de características interactivas.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[10].subsections[0].paragraphs[5],<strong>Data Protection Measures:</strong> Each of our service providers is responsible for implementing appropriate measures to protect personal data as stipulated by current data protection regulations. We recommend our users review the privacy policies of these providers to understand the specific measures adopted.,<strong>Medidas de Protección de Datos:</strong> Cada uno de nuestros proveedores de servicios es responsable de implementar medidas apropiadas para proteger los datos personales según lo estipulado por las regulaciones actuales de protección de datos. Recomendamos a nuestros usuarios revisar las políticas de privacidad de estos proveedores para comprender las medidas específicas adoptadas.,,Pendiente,
componentes/privacy-policy,privacy-policy,sections[10].subsections[0].title,International Data Transfers,Transferencias Internacionales de Datos,,Pendiente,
componentes/privacy-policy,privacy-policy,sections[10].title,11. DATA TRANSFER OUTSIDE EU,11. TRANSFERENCIA DE DATOS FUERA DE LA UE,,Pendiente,
componentes/privacy-policy,privacy-policy,sections[1].list[0],name,nombre,,Pendiente,
componentes/privacy-policy,privacy-policy,sections[1].list[1],address,dirección,,Pendiente,
componentes/privacy-policy,privacy-policy,sections[1].list[2],gender,género,,Pendiente,
componentes/privacy-policy,privacy-policy,sections[1].list[3],age,edad,,Pendiente,
componentes/privacy-policy,privacy-policy,sections[1].list[4],email address,dirección de correo electrónico,,Pendiente,
componentes/privacy-policy,privacy-policy,sections[1].list[5],phone number,número de teléfono,,Pendiente,
componentes/privacy-policy,privacy-policy,sections[1].list[6],financial and statistical information,información financiera y estadística,,Pendiente,
componentes/privacy-policy,privacy-policy,sections[1].list[7],data from your identity document or passport,datos de su documento de identidad o pasaporte,,Pendiente,
componentes/privacy-policy,privacy-policy,sections[1].paragraphs[0],"We collect the information you provide us when, for example, the data provided when you create or modify your account, register to use our Site, purchase products or services through our platform, request information, communicate with customer service, or communicate with us in general. Such information may include, among others:","Recopilamos la información que nos proporciona cuando, por ejemplo, los datos proporcionados al crear o modificar su cuenta, registrarse para usar nuestro Sitio, comprar productos o servicios a través de nuestra plataforma, solicitar información, comunicarse con el servicio de atención al cliente o comunicarse con nosotros en general. Dicha información puede incluir, entre otros:",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[1].title,2. INFORMATION WE COLLECT,2. INFORMACIÓN QUE RECOPILAMOS,,Pendiente,
componentes/privacy-policy,privacy-policy,sections[2].paragraphs[0],"As the responsible party for the processing, FXStreet undertakes to store and manage the personal data and information collected through this website with due confidentiality for as long as the professional relationship continues and the interested party does not request its deletion, and in accordance with the periods indicated below:","Como responsable del tratamiento, FXStreet se compromete a almacenar y gestionar los datos personales e información recabada a través de este sitio web con la debida confidencialidad durante el tiempo que continúe la relación profesional y el interesado no solicite su supresión, y de acuerdo con los periodos indicados a continuación:",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[2].paragraphs[1],"The data for managing the relationship with the user and billing and collection of services will be kept for the entire duration of the contract. Once this relationship has ended, if applicable, the data may be kept for the time required by applicable legislation and until any liabilities' time limits arising from the contract have expired.","Los datos para la gestión de la relación con el usuario y facturación y cobro de servicios se conservarán durante toda la duración del contrato. Una vez finalizada esta relación, en su caso, los datos podrán conservarse durante el tiempo exigido por la legislación aplicable y hasta que prescriban los plazos de responsabilidades derivadas del contrato.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[2].paragraphs[2],"Data for managing inquiries and requests will be kept for the time necessary to respond to them, and once they have been answered, for a maximum period of one year.","Los datos para la gestión de consultas y solicitudes se conservarán durante el tiempo necesario para responderlas, y una vez contestadas, durante un periodo máximo de un año.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[2].paragraphs[3],Data related to comments on our products will be kept during the validity and advertising of the products or services to which they refer unless you express your desire for them to be deleted at any time.,Los datos relacionados con comentarios sobre nuestros productos se conservarán durante la vigencia y publicidad de los productos o servicios a los que se refieren salvo que manifieste su deseo de que sean eliminados en cualquier momento.,,Pendiente,
componentes/privacy-policy,privacy-policy,sections[2].paragraphs[4],"Data for sending commercial communications and creating commercial profiles of our products or services will be kept indefinitely until, if applicable, you express your desire to have them deleted.","Los datos para el envío de comunicaciones comerciales y la creación de perfiles comerciales de nuestros productos o servicios se conservarán de forma indefinida hasta que, en su caso, manifieste su deseo de que sean eliminados.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[2].paragraphs[5],Curriculum Vitae data for selection processes will be kept for one year.,Los datos de Curriculum Vitae para procesos de selección se conservarán durante un año.,,Pendiente,
componentes/privacy-policy,privacy-policy,sections[2].paragraphs[6],"Notwithstanding the foregoing, the data controller may keep, duly blocked, the data to attend to possible administrative or jurisdictional responsibilities during the periods required by applicable regulations.","Sin perjuicio de lo anterior, el responsable del tratamiento podrá conservar, debidamente bloqueados, los datos para atender a posibles responsabilidades administrativas o jurisdiccionales durante los plazos exigidos por la normativa aplicable.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[2].paragraphs[7],"Likewise, FXStreet may proceed after the maximum data storage period to anonymize and group the data for subsequent statistical and profiling analyses. These analyses will not allow the re-identification of the affected subjects.","Asimismo, FXStreet podrá proceder tras el periodo máximo de conservación de datos a anonimizar y agrupar los datos para posteriores análisis estadísticos y de perfilado. Estos análisis no permitirán la reidentificación de los sujetos afectados.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[2].title,3. DURATION OF DATA STORAGE,3. DURACIÓN DEL ALMACENAMIENTO DE DATOS,,Pendiente,
componentes/privacy-policy,privacy-policy,sections[3].paragraphs[0],"The operations, management, and technical procedures, whether performed in an automated or non-automated manner, that enable the collection, storage, modification, transfer, and other actions on personal data are considered to be the processing of personal data.","Se considera tratamiento de datos personales las operaciones, gestiones y procedimientos técnicos, sean realizados de manera automatizada o no, que posibiliten la recogida, el almacenamiento, la modificación, la transferencia y otras acciones sobre datos de carácter personal.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[3].paragraphs[10],"<strong>Selection:</strong> Evaluate and manage, where appropriate, your Curriculum Vitae for selection processes that fit your professional profile and carry out the necessary actions for the selection and hiring of personnel.","<strong>Selección:</strong> Evaluar y gestionar, en su caso, su Curriculum Vitae para procesos de selección que se ajusten a su perfil profesional y llevar a cabo las acciones necesarias para la selección y contratación de personal.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[3].paragraphs[11],"Likewise, said data will be processed for subsequent anonymization and grouping for the purpose of statistically analyzing trends and profiling groups to improve the services offered by FXStreet.","Asimismo, dichos datos serán tratados para su posterior anonimización y agrupación con el fin de analizar estadísticamente tendencias y perfilar grupos para mejorar los servicios ofrecidos por FXStreet.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[3].paragraphs[12],"All fields in the forms must be completed for FXStreet to fulfill the purposes mentioned above. In the case of optional fields in a form, they will be expressly indicated.","Todos los campos de los formularios deben ser completados para que FXStreet pueda cumplir con las finalidades mencionadas anteriormente. En el caso de campos opcionales en un formulario, se indicarán expresamente.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[3].paragraphs[13],"The user may object to the sending of commercial communications at any time by sending an email to the address indicated above, or through the corresponding section in the user profile of the platform offered by FXStreet.","El usuario podrá oponerse al envío de comunicaciones comerciales en cualquier momento mediante el envío de un correo electrónico a la dirección indicada anteriormente, o a través de la sección correspondiente en el perfil de usuario de la plataforma ofrecida por FXStreet.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[3].paragraphs[14],"In addition to specific treatments according to the service you request, FXStreet may store the IP address of users' devices, only for technical and security reasons, and therefore, based on the legitimate interest of safeguarding the integrity and security of the service.","Además de tratamientos específicos según el servicio que solicite, FXStreet podrá almacenar la dirección IP de los dispositivos de los usuarios, únicamente por razones técnicas y de seguridad, y por tanto, en base al interés legítimo de salvaguardar la integridad y seguridad del servicio.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[3].paragraphs[1],"At FXStreet, we process the personal data that the user provides to us for the provision of services offered by the platform, including among others the following:","En FXStreet tratamos los datos personales que el usuario nos facilita para la prestación de servicios ofrecidos por la plataforma, incluyendo entre otros los siguientes:",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[3].paragraphs[2],"<strong>Service provision:</strong> The data of registered users will be processed in order to provide the service, obtain payments, issue invoices, as well as load and send documents that may be necessary, and to verify subscription to the service. Likewise, such data may be affected by internal auditing functions of the service.","<strong>Prestación del servicio:</strong> Los datos de los usuarios registrados serán tratados con el fin de prestar el servicio, obtener los pagos, emitir las facturas, así como cargar y enviar documentos que puedan ser necesarios, y verificar la suscripción al servicio. Asimismo, dichos datos podrán verse afectados por funciones de auditoría interna del servicio.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[3].paragraphs[3],"<strong>Profiling:</strong> The data provided by the user, as well as their actions on the platform, may be used to create a profile that FXStreet can use to offer personalized content, products, and services.","<strong>Perfilado:</strong> Los datos proporcionados por el usuario, así como sus acciones en la plataforma, podrán ser utilizados para crear un perfil que FXStreet pueda usar para ofrecer contenido, productos y servicios personalizados.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[3].paragraphs[4],"<strong>Contact with the user and/or support:</strong> User data will be used to provide the service and resolve reported incidents. Requesting technical support may require accessing other data related to the notifying user, depending on the nature of the incident.","<strong>Contacto con el usuario y/o soporte:</strong> Los datos del usuario serán utilizados para prestar el servicio y resolver incidencias reportadas. La solicitud de soporte técnico puede requerir acceder a otros datos relacionados con el usuario notificante, dependiendo de la naturaleza de la incidencia.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[3].paragraphs[5],"<strong>Sending commercial information and promotions:</strong> User data may be used to notify new functions incorporated into the system, as well as commercial information about the services offered by FXStreet, including, among others, discounts and other offers.","<strong>Envío de información comercial y promociones:</strong> Los datos del usuario podrán ser utilizados para notificar nuevas funciones incorporadas al sistema, así como información comercial sobre los servicios ofrecidos por FXStreet, incluyendo, entre otros, descuentos y otras ofertas.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[3].paragraphs[6],"<strong>Security audits:</strong> Data on the use of FXStreet services may be internally analyzed to detect potential fraud and violations of the service's Terms and Conditions, as well as to carry out treatments required by law.","<strong>Auditorías de seguridad:</strong> Los datos sobre el uso de los servicios de FXStreet podrán ser analizados internamente para detectar posibles fraudes y violaciones de los Términos y Condiciones del servicio, así como para llevar a cabo tratamientos exigidos por ley.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[3].paragraphs[7],"<strong>Statistics:</strong> Usage profiles may be analyzed by FXStreet to study behavior and preferences, with the aim of improving the user experience and its services.","<strong>Estadísticas:</strong> Los perfiles de uso podrán ser analizados por FXStreet para estudiar comportamientos y preferencias, con el objetivo de mejorar la experiencia del usuario y sus servicios.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[3].paragraphs[8],"<strong>Integration with third-party services:</strong> FXStreet may process data from its users to provide access to applications integrated with the service, such as automated and/or direct sending of data incorporated into the platform to third-party applications.","<strong>Integración con servicios de terceros:</strong> FXStreet podrá tratar datos de sus usuarios para proporcionar acceso a aplicaciones integradas con el servicio, como el envío automatizado y/o directo de datos incorporados en la plataforma a aplicaciones de terceros.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[3].paragraphs[9],"<strong>Other purposes:</strong> FXStreet's use of the user's personal data for purposes other than those indicated in this privacy policy will require informing the user and, if applicable, obtaining their consent.","<strong>Otras finalidades:</strong> El uso por parte de FXStreet de los datos personales del usuario para finalidades distintas a las indicadas en esta política de privacidad requerirá informar al usuario y, en su caso, obtener su consentimiento.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[3].title,4. PURPOSE OF DATA PROCESSING,4. FINALIDAD DEL TRATAMIENTO DE DATOS,,Pendiente,
componentes/privacy-policy,privacy-policy,sections[4].paragraphs[0],The processing of personal data provided by the user is based on the following legal bases that legitimize it:,El tratamiento de los datos personales facilitados por el usuario se basa en las siguientes bases legales que lo legitiman:,,Pendiente,
componentes/privacy-policy,privacy-policy,sections[4].paragraphs[1],"Through the completion of forms on the Web, participation in selection procedures, or by sending emails or any other type of information request sent to FXStreet, the interested party provides their express consent for the processing of their personal data. Likewise, with regard to the provision of the service indicated in the previous section, FXStreet will process your personal data for the execution of the subscription contract for the service.","Mediante la cumplimentación de formularios en la Web, participación en procedimientos de selección, o mediante el envío de correos electrónicos o cualquier otro tipo de solicitud de información enviada a FXStreet, el interesado presta su consentimiento expreso para el tratamiento de sus datos personales. Asimismo, en lo que respecta a la prestación del servicio indicado en el apartado anterior, FXStreet tratará sus datos personales para la ejecución del contrato de suscripción del servicio.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[4].paragraphs[2],"Likewise, your data may be used based on the legitimate interest in promoting our services and disseminating our brand through marketing actions, provided that such interest does not prevail over fundamental rights and freedoms that require the protection of personal data.","Asimismo, sus datos podrán ser utilizados en base al interés legítimo de promocionar nuestros servicios y difundir nuestra marca a través de acciones de marketing, siempre que dicho interés no prevalezca sobre derechos y libertades fundamentales que requieran la protección de datos personales.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[4].paragraphs[3],"When a user joins Telegram groups managed by FXStreet, the interested party provides their express consent for the processing of their personal data, including their use for marketing activities, in this case, limited to receiving publications made in the channel they have joined, without being used individually for personalization of the received advertising, or the use of private messages to send such content, without prejudice to the identification of promoted third-party services.","Cuando un usuario se une a grupos de Telegram gestionados por FXStreet, el interesado presta su consentimiento expreso para el tratamiento de sus datos personales, incluyendo su uso para actividades de marketing, en este caso, limitado a recibir publicaciones realizadas en el canal al que se ha unido, sin ser utilizados individualmente para personalización de la publicidad recibida, o el uso de mensajes privados para enviar dicho contenido, sin perjuicio de la identificación de servicios de terceros promocionados.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[4].paragraphs[4],"This consent will be understood as free, specific, informed, and unequivocal since, after reading this Privacy Policy, the user is informed and, if they agree, can accept it through a declaration or a clear affirmative action, such as marking a checkbox provided for this purpose or joining groups in instant messaging applications from the client installed on their chosen device.","Este consentimiento se entenderá como libre, específico, informado e inequívoco ya que, tras la lectura de esta Política de Privacidad, el usuario está informado y, si está de acuerdo, puede aceptarla mediante una declaración o una acción afirmativa clara, como marcar una casilla de verificación proporcionada para este propósito o unirse a grupos en aplicaciones de mensajería instantánea desde el cliente instalado en su dispositivo elegido.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[4].paragraphs[5],"In no case will FXStreet use the personal data of interested parties for purposes other than those mentioned above, and undertakes to keep due professional secrecy and to establish the necessary technical and organizational measures to safeguard the information provided by its users.","En ningún caso FXStreet utilizará los datos personales de los interesados para finalidades distintas a las mencionadas anteriormente, y se compromete a guardar el debido secreto profesional y a establecer las medidas técnicas y organizativas necesarias para salvaguardar la información proporcionada por sus usuarios.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[4].title,5. LEGAL BASIS FOR DATA PROCESSING,5. BASE LEGAL PARA EL TRATAMIENTO DE DATOS,,Pendiente,
componentes/privacy-policy,privacy-policy,sections[5].paragraphs[0],"In the processing of the personal data of its users, FXStreet will apply the following principles that comply with the requirements of the new European data protection regulation:","En el tratamiento de los datos personales de sus usuarios, FXStreet aplicará los siguientes principios que cumplen con los requisitos del nuevo reglamento europeo de protección de datos:",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[5].paragraphs[1],"<strong>Principle of lawfulness, fairness, and transparency:</strong> Your consent will always be required for the processing of personal data, specifying one or more purposes that will be previously informed with absolute transparency.","<strong>Principio de licitud, lealtad y transparencia:</strong> Siempre se requerirá su consentimiento para el tratamiento de datos personales, especificando uno o más fines que serán informados previamente con absoluta transparencia.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[5].paragraphs[2],"<strong>Principle of data minimization:</strong> Only the strictly necessary data for the purposes required will be requested. Likewise, in the case of optional additional data that may allow for greater personalization of the service, their optional nature will be expressly indicated.","<strong>Principio de minimización de datos:</strong> Solo se solicitarán los datos estrictamente necesarios para los fines requeridos. Asimismo, en el caso de datos adicionales opcionales que puedan permitir una mayor personalización del servicio, se indicará expresamente su carácter opcional.",,Pendiente,
componentes/privacy-policy,privacy-policy,sections[5].paragraphs[3],<strong>Principle of limitation of storage period:</strong> Data will be stored for no longer than necessary for the purposes of the processing.,<strong>Principio de limitación del plazo de conservación:</strong> Los datos se almacenarán durante no más tiempo del necesario para los fines del tratamiento.,,Pendiente,
componentes/privacy-policy,privacy-policy,sections[5].paragraphs[4],<strong>Principle of integrity and confidentiality:</strong> Your data will be processed in a way that ensures adequate security and guarantees confidentiality.,<strong>Principio de integridad y confidencialidad:</strong> Sus datos serán tratados de manera que se garantice una seguridad adecuada y se garantice la confidencialidad.,,Pendiente,
componentes/privacy-policy,privacy-policy,sections[5].title,6. APPLICABLE PRINCIPLES FOR DATA PROCESSING,6. PRINCIPIOS APLICABLES PARA EL TRATAMIENTO DE DATOS,,Pendiente,
componentes/privacy-policy,privacy-policy,sections[6].paragraphs[0],"In general, FXStreet will not communicate this personal data to third parties, except when providing a service requires a contractual relationship with a data processor and it is strictly necessary to manage and maintain the relationship between the user and said company, such as financial entities through which payment management is carried out. This will only be done for the time necessary to enable the execution of the processing contract, and under the same conditions and with the same responsibilities required of the controller.","En general, FXStreet no comunicará estos datos personales a terceros, excepto cuando la prestación de un servicio requiera una relación contractual con un encargado del tratamiento y sea estrictamente necesario para gestionar y mantener la relación entre el usuario y dicha empresa, como entidades financieras a través de las cuales se realiza la gestión de pagos. Esto solo se realizará durante el tiempo necesario para permitir la ejecución del contrato de tratamiento, y bajo las mismas condiciones y con las mismas responsabilidades requeridas del responsable.",,Pendiente,
